,raceId,year,round,circuitId,name,date,time_x,url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,resultId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time_y,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
0,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21232,18,1,3,2,1,1,1,25.0,58,1:34:09.565,5649565,56,1,1:29.187,214.053,1
1,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21233,20,9,1,6,2,2,2,18.0,58,+2.139,5651704,57,2,1:29.417,213.503,1
2,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21234,1,1,4,1,3,3,3,15.0,58,+4.075,5653640,57,4,1:29.538,213.214,1
3,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21235,17,9,2,5,4,4,4,12.0,58,+4.547,5654112,57,3,1:29.438,213.452,1
4,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21236,4,6,5,12,5,5,5,10.0,58,+21.565,5671130,52,7,1:30.277,211.469,1
5,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21237,155,15,14,13,6,6,6,8.0,58,+36.766,5686331,55,10,1:30.620,210.668,1
6,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21238,8,208,9,17,7,7,7,6.0,58,+38.014,5687579,50,11,1:30.759,210.346,1
7,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21239,815,15,15,22,8,8,8,4.0,58,+39.458,5689023,46,12,1:30.843,210.151,1
8,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21240,817,5,16,10,9,9,9,2.0,58,+39.556,5689121,53,8,1:30.592,210.733,1
9,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21241,814,10,11,15,10,10,10,1.0,58,+39.737,5689302,57,9,1:30.605,210.703,1
10,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21242,818,5,17,11,11,11,11,0.0,58,+39.848,5689413,52,6,1:30.274,211.476,1
11,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21243,3,131,8,7,12,12,12,0.0,58,+57.642,5707207,53,14,1:30.931,209.948,1
12,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21244,813,3,18,8,13,13,13,0.0,57,\N,\N,53,5,1:30.254,211.523,3
13,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21245,10,206,24,20,14,14,14,0.0,57,\N,\N,43,19,1:34.253,202.548,11
14,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21246,819,206,25,21,15,15,15,0.0,53,\N,\N,45,20,1:35.011,200.932,15
15,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21247,811,3,19,14,16,16,16,0.0,52,\N,\N,49,13,1:30.855,210.123,4
16,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21248,13,6,6,16,\N,R,17,0.0,46,\N,\N,46,15,1:31.940,207.644,4
17,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21249,5,207,20,18,\N,R,18,0.0,38,\N,\N,26,17,1:33.693,203.759,22
18,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21250,808,207,21,19,\N,R,19,0.0,34,\N,\N,27,16,1:33.214,204.806,38
19,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21251,30,131,7,4,\N,R,20,0.0,10,\N,\N,4,18,1:34.021,203.048,6
20,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21252,154,208,10,3,\N,R,21,0.0,1,\N,\N,\N,0,\N,\N,4
21,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21253,807,10,12,9,\N,R,22,0.0,0,\N,\N,\N,0,\N,\N,4
22,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21254,37,164,22,0,\N,F,23,0.0,0,\N,\N,\N,0,\N,\N,81
23,860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21255,39,164,23,0,\N,F,24,0.0,0,\N,\N,\N,0,\N,\N,81
24,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21688,18,1,3,2,1,1,1,25.0,71,1:45:22.656,6322656,37,2,1:18.108,198.601,1
25,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21689,4,6,5,7,2,2,2,18.0,71,+2.754,6325410,36,4,1:18.623,197.301,1
26,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21690,13,6,6,5,3,3,3,15.0,71,+3.615,6326271,37,5,1:18.879,196.660,1
27,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21691,17,9,2,3,4,4,4,12.0,71,+4.936,6327592,39,6,1:18.903,196.600,1
28,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21692,807,10,12,6,5,5,5,10.0,71,+5.708,6328364,38,3,1:18.210,198.342,1
29,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21693,20,9,1,4,6,6,6,8.0,71,+9.453,6332109,36,9,1:19.090,196.136,1
30,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21694,30,131,7,13,7,7,7,6.0,71,+11.907,6334563,37,15,1:20.158,193.522,1
31,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21695,818,5,17,17,8,8,8,4.0,71,+28.653,6351309,39,8,1:18.983,196.401,1
32,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21696,155,15,14,14,9,9,9,2.0,71,+31.250,6353906,35,7,1:18.973,196.426,1
33,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21697,8,208,9,8,10,10,10,1.0,70,\N,\N,34,13,1:19.444,195.262,11
34,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21698,808,207,21,19,11,11,11,0.0,70,\N,\N,39,18,1:20.528,192.633,11
35,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21699,819,206,25,22,12,12,12,0.0,70,\N,\N,36,17,1:20.310,193.156,11
36,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21700,817,5,16,15,13,13,13,0.0,70,\N,\N,36,11,1:19.308,195.596,11
37,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21701,5,207,20,20,14,14,14,0.0,70,\N,\N,39,10,1:19.256,195.725,11
38,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21702,3,131,8,9,15,15,15,0.0,70,\N,\N,38,16,1:20.266,193.262,11
39,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21703,10,206,24,21,16,16,16,0.0,70,\N,\N,34,14,1:19.686,194.669,11
40,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21704,37,164,22,24,17,17,17,0.0,69,\N,\N,37,19,1:21.085,191.310,12
41,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21705,39,164,23,23,18,18,18,0.0,69,\N,\N,40,20,1:21.544,190.233,12
42,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21706,814,10,11,10,19,19,19,0.0,68,\N,\N,39,12,1:19.314,195.582,3
43,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21707,1,1,4,1,\N,R,20,0.0,54,\N,\N,38,1,1:18.069,198.701,4
44,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21708,154,208,10,18,\N,R,21,0.0,5,\N,\N,2,21,1:22.184,188.752,3
45,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21709,813,3,18,16,\N,R,22,0.0,1,\N,\N,\N,0,\N,\N,4
46,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21710,811,3,19,11,\N,R,23,0.0,0,\N,\N,\N,0,\N,\N,4
47,879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21711,815,15,15,12,\N,R,24,0.0,0,\N,\N,\N,0,\N,\N,4
48,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21664,1,1,4,2,1,1,1,25.0,56,1:35:55.269,5755269,55,5,1:39.709,199.047,1
49,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21665,20,9,1,1,2,2,2,18.0,56,+0.675,5755944,56,1,1:39.347,199.772,1
50,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21666,4,6,5,7,3,3,3,15.0,56,+39.229,5794498,56,4,1:39.672,199.121,1
51,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21667,13,6,6,11,4,4,4,12.0,56,+46.013,5801282,56,2,1:39.402,199.661,1
52,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21668,18,1,3,12,5,5,5,10.0,56,+56.432,5811701,54,6,1:40.150,198.170,1
53,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21669,8,208,9,4,6,6,6,8.0,56,+64.425,5819694,56,3,1:39.474,199.517,1
54,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21670,154,208,10,8,7,7,7,6.0,56,+70.313,5825582,55,10,1:40.625,197.235,1
55,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21671,807,10,12,6,8,8,8,4.0,56,+73.792,5829061,53,16,1:41.048,196.409,1
56,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21672,813,3,18,9,9,9,9,2.0,56,+74.525,5829794,53,12,1:40.719,197.051,1
57,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21673,811,3,19,10,10,10,10,1.0,56,+75.133,5830402,53,13,1:40.745,197.000,1
58,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21674,815,15,15,15,11,11,11,0.0,56,+84.341,5839610,53,11,1:40.701,197.086,1
59,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21675,817,5,16,18,12,12,12,0.0,56,+84.871,5840140,53,14,1:40.772,196.947,1
60,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21676,3,131,8,17,13,13,13,0.0,56,+85.510,5840779,51,8,1:40.428,197.622,1
61,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21677,155,15,14,16,14,14,14,0.0,55,\N,\N,55,7,1:40.315,197.844,11
62,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21678,814,10,11,13,15,15,15,0.0,55,\N,\N,55,9,1:40.594,197.296,11
63,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21679,30,131,7,5,16,16,16,0.0,55,\N,\N,54,15,1:40.923,196.652,11
64,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21680,808,207,21,21,17,17,17,0.0,55,\N,\N,55,18,1:42.824,193.017,11
65,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21681,5,207,20,22,18,18,18,0.0,55,\N,\N,50,19,1:43.072,192.552,11
66,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21682,10,206,24,19,19,19,19,0.0,55,\N,\N,40,20,1:43.324,192.083,11
67,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21683,819,206,25,20,20,20,20,0.0,54,\N,\N,54,17,1:42.481,193.663,12
68,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21684,37,164,22,23,21,21,21,0.0,54,\N,\N,43,23,1:44.664,189.623,12
69,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21685,39,164,23,24,22,22,22,0.0,54,\N,\N,51,22,1:44.508,189.906,12
70,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21686,17,9,2,3,\N,R,23,0.0,16,\N,\N,13,21,1:43.599,191.573,91
71,878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21687,818,5,17,14,\N,R,24,0.0,14,\N,\N,12,24,1:44.775,189.423,22
72,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21640,8,208,9,4,1,1,1,25.0,55,1:45:58.667,6358667,50,3,1:44.458,191.410,1
73,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21641,4,6,5,6,2,2,2,18.0,55,+0.852,6359519,53,2,1:44.090,192.087,1
74,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21642,20,9,1,24,3,3,3,15.0,55,+4.163,6362830,54,1,1:43.964,192.320,1
75,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21643,18,1,3,5,4,4,4,12.0,55,+7.787,6366454,50,4,1:44.533,191.273,1
76,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21644,813,3,18,3,5,5,5,10.0,55,+13.007,6371674,55,5,1:44.833,190.726,1
77,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21645,155,15,14,15,6,6,6,8.0,55,+20.076,6378743,55,8,1:45.423,189.658,1
78,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21646,13,6,6,8,7,7,7,6.0,55,+22.896,6381563,53,11,1:45.700,189.161,1
79,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21647,811,3,19,14,8,8,8,4.0,55,+23.542,6382209,49,10,1:45.693,189.174,1
80,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21648,814,10,11,12,9,9,9,2.0,55,+24.160,6382827,53,9,1:45.617,189.310,1
81,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21649,817,5,16,16,10,10,10,1.0,55,+27.463,6386130,53,12,1:45.903,188.799,1
82,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21650,30,131,7,13,11,11,11,0.0,55,+28.075,6386742,51,6,1:45.225,190.015,1
83,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21651,818,5,17,17,12,12,12,0.0,55,+34.906,6393573,53,13,1:46.113,188.425,1
84,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21652,5,207,20,18,13,13,13,0.0,55,+47.764,6406431,51,15,1:47.115,186.662,1
85,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21653,10,206,24,21,14,14,14,0.0,55,+56.473,6415140,54,18,1:47.661,185.716,1
86,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21654,815,15,15,11,15,15,15,0.0,55,+56.768,6415435,54,7,1:45.410,189.682,1
87,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21655,808,207,21,20,16,16,16,0.0,55,+64.595,6423262,50,19,1:48.308,184.606,1
88,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21656,37,164,22,22,17,17,17,0.0,55,+71.778,6430445,47,20,1:48.619,184.078,1
89,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21657,819,206,25,19,\N,R,18,0.0,41,\N,\N,33,21,1:49.079,183.302,31
90,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21658,154,208,10,9,\N,R,19,0.0,37,\N,\N,36,17,1:47.521,185.958,4
91,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21659,17,9,2,2,\N,R,20,0.0,37,\N,\N,32,14,1:46.959,186.935,4
92,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21660,1,1,4,1,\N,R,21,0.0,19,\N,\N,19,16,1:47.266,186.400,10
93,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21661,39,164,23,23,\N,R,22,0.0,7,\N,\N,6,23,1:52.238,178.142,4
94,877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,21662,3,131,8,7,\N,R,23,0.0,7,\N,\N,4,22,1:49.340,182.864,4
